Episode,Reward,Epsilon,Duration_s,VisitedPairs,TD_Error
455,42.315,0.161,3.41,136132,0.141432
456,28.037,0.161,2.79,136431,0.093939
457,25.395,0.16,2.73,136730,0.086693
458,29.99,0.16,2.65,137029,0.1005
459,44.605,0.159,2.42,137328,0.149397
460,39.612,0.158,2.34,137627,0.132768
461,45.866,0.158,2.27,137926,0.153193
462,32.982,0.157,2.41,138225,0.117118
463,41.012,0.156,3.55,138524,0.137444
464,22.608,0.156,6.21,138823,0.07702
465,40.743,0.155,5.18,139122,0.136768
466,24.608,0.154,7.32,139421,0.083619
467,26.48,0.154,6.57,139720,0.089082
468,29.224,0.153,6.79,140019,0.097867
469,27.877,0.153,6.9,140318,0.093679
470,43.407,0.152,5.56,140617,0.145074
471,38.035,0.151,6.36,140916,0.127178
472,45.065,0.151,5.65,141215,0.150267
473,32.739,0.15,6.69,141514,0.114425
474,36.051,0.15,6.21,141813,0.122441
475,26.632,0.149,7.21,142112,0.089854
476,26.654,0.148,6.97,142411,0.092938
477,41.769,0.148,5.81,142710,0.141589
478,38.056,0.147,6.16,143009,0.127242
479,42.603,0.147,5.89,143308,0.142936
480,42.25,0.146,6.23,143607,0.141234
481,30.233,0.145,6.58,143906,0.100848
482,39.034,0.145,6.27,144205,0.130518
483,42.523,0.144,5.9,144504,0.141801
484,39.769,0.144,6.31,144803,0.133293
485,45.647,0.143,5.49,145102,0.152995
486,27.384,0.143,7.09,145401,0.091724
487,36.768,0.142,6.42,145700,0.123295
488,26.829,0.141,7.3,145999,0.090262
489,44.745,0.141,5.73,146298,0.149201
490,28.007,0.14,7.01,146597,0.095221
491,40.692,0.14,5.77,146896,0.135704
492,25.968,0.139,6.69,147195,0.094644
493,42.415,0.139,6.14,147494,0.141773
494,33.596,0.138,6.83,147793,0.113131
495,22.703,0.138,7.39,148092,0.08284
496,42.141,0.137,6.12,148391,0.144852
497,32.583,0.136,6.99,148690,0.109641
498,26.398,0.136,7.58,148989,0.088616
499,43.482,0.135,5.83,149288,0.147745
