Episode,Reward,Epsilon,Duration_s,VisitedPairs,TD_Error
427,37.906,0.181,4.83,127762,0.127742
428,33.842,0.18,5.09,128061,0.113287
429,15.032,0.179,5.94,128360,0.062389
430,38.905,0.178,4.82,128659,0.130275
431,20.486,0.178,5.89,128958,0.074973
432,35.72,0.177,5.04,129257,0.119454
433,19.907,0.176,5.87,129556,0.070705
434,40.062,0.176,4.78,129855,0.133591
435,24.672,0.175,5.71,130154,0.083067
436,24.62,0.174,5.76,130453,0.082728
437,36.117,0.174,5.07,130752,0.120449
438,23.431,0.173,5.99,131051,0.080066
439,27.149,0.172,5.49,131350,0.091516
440,36.865,0.171,5.19,131649,0.122947
441,37.849,0.171,5.33,131948,0.126571
442,23.403,0.17,6.24,132247,0.080512
443,39.542,0.169,5.62,132546,0.131875
444,33.729,0.169,5.18,132845,0.1125
445,21.773,0.168,6.16,133144,0.076623
446,40.861,0.167,4.92,133443,0.136589
447,37.175,0.167,5.33,133742,0.124426
448,38.454,0.166,4.91,134041,0.128901
449,37.596,0.165,4.98,134340,0.125711
450,42.731,0.165,4.89,134639,0.142489
451,33.667,0.164,5.61,134938,0.112533
452,20.494,0.163,5.88,135237,0.073464
453,33.223,0.163,5.48,135536,0.110938
454,35.36,0.162,5.31,135835,0.117929
455,40.469,0.161,4.98,136134,0.134947
456,38.066,0.161,5.34,136433,0.127287
457,43.847,0.16,4.9,136732,0.146554
458,29.248,0.16,5.72,137031,0.097747
459,33.818,0.159,5.29,137330,0.11312
460,32.213,0.158,5.91,137629,0.107784
461,36.485,0.158,5.53,137928,0.12201
462,26.297,0.157,5.97,138227,0.088104
463,22.399,0.156,6.27,138526,0.078321
464,27.985,0.156,5.82,138825,0.094352
465,39.123,0.155,5.28,139124,0.130468
466,31.417,0.154,5.98,139423,0.105122
467,26.241,0.154,6.59,139722,0.088415
468,29.696,0.153,6.39,140021,0.099438
469,38.698,0.153,5.74,140320,0.129531
470,34.85,0.152,5.8,140619,0.116237
471,21.238,0.151,6.32,140918,0.075824
472,33.415,0.151,5.68,141217,0.111976
473,36.743,0.15,5.65,141516,0.122879
474,26.436,0.15,6.22,141815,0.08899
475,32.172,0.149,5.72,142114,0.107308
476,30.549,0.148,6.13,142413,0.101938
477,32.76,0.148,5.69,142712,0.109936
478,36.042,0.147,5.74,143011,0.120219
479,34.258,0.147,5.79,143310,0.114263
480,17.788,0.146,6.53,143609,0.066373
481,23.928,0.145,6.44,143908,0.08108
482,23.758,0.145,6.24,144207,0.080909
483,37.423,0.144,5.61,144506,0.124803
484,29.544,0.144,6.12,144805,0.098825
485,27.256,0.143,6.13,145104,0.092073
486,20.801,0.143,6.38,145403,0.072077
487,27.883,0.142,6.11,145702,0.09322
488,43.463,0.141,5.4,146001,0.145266
489,30.01,0.141,6.2,146300,0.100445
490,28.682,0.14,6.13,146599,0.096564
491,30.486,0.14,5.87,146898,0.102032
492,42.347,0.139,5.4,147197,0.141759
493,33.198,0.139,5.91,147496,0.11107
494,36.316,0.138,5.88,147795,0.121126
495,42.097,0.138,5.3,148094,0.140381
496,26.762,0.137,6.59,148393,0.089663
497,34.441,0.136,6.34,148692,0.115201
498,23.349,0.136,6.51,148991,0.07925
499,29.218,0.135,6.22,149290,0.097922
500,25.203,0.135,6.39,149589,0.085036
501,31.902,0.134,6.73,149888,0.106627
502,31.913,0.134,45.82,150187,0.106795
503,35.914,0.133,4.54,150486,0.120019
504,22.776,0.133,4.92,150785,0.077855
505,30.653,0.132,4.69,151084,0.102271
506,27.493,0.132,4.76,151383,0.092662
507,36.244,0.131,4.31,151682,0.121219
508,28.125,0.131,5.04,151981,0.094533
509,33.833,0.13,4.57,152280,0.113367
510,40.162,0.129,4.59,152579,0.133925
511,21.93,0.129,4.69,152878,0.074666
512,31.86,0.128,4.53,153177,0.106273
513,31.585,0.128,3.96,153476,0.106355
514,21.77,0.127,4.11,153775,0.074754
515,31.358,0.127,3.93,154074,0.104974
516,37.883,0.126,3.7,154373,0.126666
517,26.919,0.126,3.89,154672,0.090152
518,40.773,0.125,3.4,154971,0.135961
519,20.807,0.125,4.22,155270,0.071473
520,23.936,0.124,4.3,155569,0.080538
521,31.619,0.124,3.71,155868,0.105472
522,26.273,0.123,3.83,156167,0.088838
523,41.789,0.123,3.41,156466,0.139684
524,36.238,0.122,3.59,156765,0.120867
525,43.665,0.122,3.43,157064,0.145935
526,35.259,0.121,3.53,157363,0.11759
527,43.799,0.121,3.39,157662,0.146382
528,29.911,0.12,3.8,157961,0.099843
529,41.056,0.12,3.69,158260,0.136918
530,34.106,0.12,3.68,158559,0.113764
531,44.392,0.119,3.49,158858,0.148357
532,25.678,0.119,3.83,159157,0.086506
533,35.273,0.118,3.61,159455,0.118224
534,43.313,0.118,3.44,159754,0.144429
535,39.904,0.117,3.59,160053,0.133736
536,23.063,0.117,4.05,160352,0.078017
537,30.07,0.116,3.9,160651,0.100365
538,35.253,0.116,3.98,160950,0.118582
539,36.933,0.115,3.62,161249,0.123508
540,25.72,0.115,4.16,161548,0.086846
541,42.378,0.114,3.64,161847,0.141989
542,25.65,0.114,3.93,162146,0.086929
543,26.882,0.113,4.07,162445,0.090551
544,35.478,0.113,3.86,162744,0.118322
545,24.582,0.113,4.24,163043,0.083021
546,34.349,0.112,3.76,163342,0.114574
547,44.532,0.112,3.38,163641,0.148497
548,40.793,0.111,3.48,163940,0.136372
549,22.722,0.111,4.09,164239,0.077975
550,26.336,0.11,4.11,164538,0.088529
551,32.965,0.11,4.05,164837,0.110308
552,24.509,0.109,4.36,165136,0.082848
553,37.86,0.109,4.17,165435,0.126273
554,23.463,0.109,4.32,165734,0.080648
555,43.047,0.108,4.03,166033,0.143549
556,31.265,0.108,4.65,166332,0.10462
557,40.3,0.107,4.38,166631,0.134402
558,32.099,0.107,4.33,166930,0.107509
559,44.538,0.106,4.04,167229,0.148508
560,32.242,0.106,4.36,167528,0.108208
561,43.602,0.106,4.03,167827,0.145389
562,24.16,0.105,4.61,168126,0.082116
563,33.754,0.105,4.49,168425,0.112702
564,44.434,0.104,4.16,168724,0.148834
565,20.504,0.104,4.74,169023,0.07112
566,25.09,0.103,4.77,169322,0.084589
567,30.133,0.103,4.56,169621,0.100663
568,42.554,0.103,4.11,169920,0.141903
569,31.646,0.102,4.77,170219,0.105561
570,36.85,0.102,4.49,170518,0.12291
571,33.678,0.101,4.86,170817,0.113005
572,37.593,0.101,4.51,171116,0.12571
573,43.677,0.101,4.45,171415,0.146138
574,21.791,0.1,5.15,171714,0.075536
575,37.132,0.1,4.55,172013,0.123834
576,40.534,0.099,4.56,172312,0.135507
577,43.337,0.099,4.29,172611,0.14451
578,43.732,0.099,4.46,172910,0.145827
579,37.057,0.098,4.69,173209,0.123922
580,26.061,0.098,4.98,173508,0.087413
581,34.32,0.097,4.79,173807,0.11447
582,35.658,0.097,4.57,174105,0.119116
583,37.337,0.097,4.94,174404,0.124851
584,40.063,0.096,4.61,174703,0.133937
585,37.763,0.096,4.83,175002,0.126441
586,32.617,0.095,4.8,175301,0.109136
587,39.491,0.095,4.55,175600,0.132026
588,30.398,0.095,4.59,175899,0.102227
589,36.46,0.094,4.48,176198,0.121939
590,24.516,0.094,4.95,176497,0.083005
591,38.026,0.094,4.42,176796,0.127154
592,32.382,0.093,4.56,177095,0.108352
593,38.505,0.093,4.44,177394,0.128742
594,29.398,0.092,4.75,177693,0.098233
595,31.834,0.092,4.71,177992,0.106187
596,34.246,0.092,4.68,178291,0.114486
597,35.115,0.091,4.67,178590,0.117456
598,40.354,0.091,4.42,178889,0.134575
599,39.083,0.091,4.76,179188,0.130671
600,43.38,0.09,4.87,179487,0.144859
601,26.887,0.09,5.84,179786,0.089888
602,45.249,0.09,5.26,180085,0.151213
603,24.68,0.089,5.69,180384,0.083949
604,35.167,0.089,5.01,180683,0.117292
605,30.914,0.088,4.99,180982,0.10351
606,26.014,0.088,5.43,181281,0.087003
607,36.442,0.088,5.56,181580,0.121876
608,23.854,0.087,5.69,181879,0.080428
609,35.038,0.087,5.32,182178,0.1172
610,25.347,0.087,5.65,182477,0.085014
611,44.323,0.086,5.35,182776,0.147793
612,42.999,0.086,4.91,183075,0.144248
613,30.89,0.086,4.91,183374,0.10338
614,44.08,0.085,5.07,183673,0.147321
615,34.381,0.085,5.56,183972,0.114669
616,41.884,0.085,5.41,184271,0.140338
617,24.986,0.084,5.32,184570,0.08382
618,28.344,0.084,4.96,184869,0.094766
619,41.42,0.084,4.52,185168,0.138367
620,30.736,0.083,5.47,185467,0.103185
621,31.454,0.083,4.79,185766,0.105618
622,37.86,0.083,4.37,186065,0.126602
623,44.051,0.082,4.76,186364,0.14689
624,33.054,0.082,4.8,186663,0.110253
